"STATION","DATE","TMAX","TMAX_ATTRIBUTES"
"USW00012839","2016-11-15","81",",,W"
"USW00012839","2016-11-16","81",",,W"
"USW00012839","2016-11-17","81",",,W"
"USW00012839","2016-11-18","80",",,W"
"USW00012839","2016-11-19","81",",,W"
"USW00012839","2016-11-20","78",",,W"
"USW00012839","2016-11-21","77",",,W"
"USW00012839","2016-11-22","79",",,W"
"USW00012839","2016-11-23","81",",,W"
"USW00012839","2016-11-24","82",",,W"
"USW00012839","2016-11-25","82",",,W"
"USW00012839","2016-11-26","82",",,W"
"USW00012839","2016-11-27","80",",,W"
"USW00012839","2016-11-28","81",",,W"
"USW00012839","2016-11-29","83",",,W"
"USW00012839","2016-11-30","82",",,W"
"USW00012839","2016-12-01","84",",,W"
"USW00012839","2016-12-02","83",",,W"
"USW00012839","2016-12-03","80",",,W"
"USW00012839","2016-12-04","81",",,W"
"USW00012839","2016-12-05","82",",,W"
"USW00012839","2016-12-06","87",",,W"
"USW00012839","2016-12-07","85",",,W"
"USW00012839","2016-12-08","85",",,W"
"USW00012839","2016-12-09","77",",,W"
"USW00012839","2016-12-10","72",",,W"
"USW00012839","2016-12-11","78",",,W"
"USW00012839","2016-12-12","81",",,W"
"USW00012839","2016-12-13","86",",,W"
"USW00012839","2016-12-14","87",",,W"
"USW00012839","2016-12-15","83",",,W"
"USW00012839","2016-12-16","82",",,W"
"USW00012839","2016-12-17","85",",,W"
"USW00012839","2016-12-18","86",",,W"
"USW00012839","2016-12-19","87",",,W"
"USW00012839","2016-12-20","85",",,W"
"USW00012839","2016-12-21","80",",,W"
"USW00012839","2016-12-22","83",",,W"
"USW00012839","2016-12-23","83",",,W"
"USW00012839","2016-12-24","85",",,W"
"USW00012839","2016-12-25","85",",,W"
"USW00012839","2016-12-26","84",",,W"
"USW00012839","2016-12-27","84",",,W"
"USW00012839","2016-12-28","83",",,W"
"USW00012839","2016-12-29","85",",,W"
"USW00012839","2016-12-30","73",",,W"
"USW00012839","2016-12-31","79",",,W"
"USW00012839","2017-01-01","83",",,W"
"USW00012839","2017-01-02","85",",,W"
"USW00012839","2017-01-03","86",",,W"
"USW00012839","2017-01-04","83",",,W"
"USW00012839","2017-01-05","82",",,W"
"USW00012839","2017-01-06","83",",,W"
"USW00012839","2017-01-07","87",",,W"
"USW00012839","2017-01-08","70",",,W"
"USW00012839","2017-01-09","73",",,W"
"USW00012839","2017-01-10","77",",,W"
"USW00012839","2017-01-11","79",",,W"
"USW00012839","2017-01-12","81",",,W"
"USW00012839","2017-01-13","82",",,W"
"USW00012839","2017-01-14","79",",,W"
"USW00012839","2017-01-15","83",",,W"
"USW00012839","2017-01-16","83",",,W"
"USW00012839","2017-01-17","83",",,W"
"USW00012839","2017-01-18","83",",,W"
"USW00012839","2017-01-19","84",",,W"
"USW00012839","2017-01-20","83",",,W"
"USW00012839","2017-01-21","84",",,W"
"USW00012839","2017-01-22","87",",,W"
"USW00012839","2017-01-23","80",",,W"
"USW00012839","2017-01-24","80",",,W"
"USW00012839","2017-01-25","80",",,W"
"USW00012839","2017-01-26","85",",,W"
"USW00012839","2017-01-27","85",",,W"
"USW00012839","2017-01-28","75",",,W"
"USW00012839","2017-01-29","66",",,W"
"USW00012839","2017-01-30","73",",,W"
"USW00012839","2017-01-31","75",",,W"
"USW00012839","2017-02-01","79",",,W"
"USW00012839","2017-02-02","80",",,W"
"USW00012839","2017-02-03","82",",,W"
"USW00012839","2017-02-04","82",",,W"
"USW00012839","2017-02-05","81",",,W"
"USW00012839","2017-02-06","82",",,W"
"USW00012839","2017-02-07","81",",,W"
"USW00012839","2017-02-08","87",",,W"
"USW00012839","2017-02-09","86",",,W"
"USW00012839","2017-02-10","77",",,W"
"USW00012839","2017-02-11","78",",,W"
"USW00012839","2017-02-12","80",",,W"
"USW00012839","2017-02-13","81",",,W"
"USW00012839","2017-02-14","83",",,W"
"USW00012839","2017-02-15","84",",,W"
"USW00012839","2017-02-16","78",",,W"
"USW00012839","2017-02-17","77",",,W"
"USW00012839","2017-02-18","80",",,W"
"USW00012839","2017-02-19","86",",,W"
"USW00012839","2017-02-20","80",",,W"
"USW00012839","2017-02-21","79",",,W"
"USW00012839","2017-02-22","75",",,W"
"USW00012839","2017-02-23","80",",,W"
"USW00012839","2017-02-24","83",",,W"
"USW00012839","2017-02-25","86",",,W"
"USW00012839","2017-02-26","83",",,W"
"USW00012839","2017-02-27","83",",,W"
"USW00012839","2017-02-28","83",",,W"
"USW00012839","2017-03-01","83",",,W"
"USW00012839","2017-03-02","85",",,W"
"USW00012839","2017-03-03","81",",,W"
"USW00012839","2017-03-04","77",",,W"
"USW00012839","2017-03-05","76",",,W"
"USW00012839","2017-03-06","77",",,W"
"USW00012839","2017-03-07","79",",,W"
"USW00012839","2017-03-08","80",",,W"
"USW00012839","2017-03-09","81",",,W"
"USW00012839","2017-03-10","86",",,W"
"USW00012839","2017-03-11","83",",,W"
"USW00012839","2017-03-12","83",",,W"
"USW00012839","2017-03-13","83",",,W"
"USW00012839","2017-03-14","77",",,W"
"USW00012839","2017-03-15","70",",,W"
"USW00012839","2017-03-16","72",",,W"
"USW00012839","2017-03-17","76",",,W"
"USW00012839","2017-03-18","78",",,W"
"USW00012839","2017-03-19","83",",,W"
"USW00012839","2017-03-20","78",",,W"
"USW00012839","2017-03-21","79",",,W"
"USW00012839","2017-03-22","82",",,W"
"USW00012839","2017-03-23","85",",,W"
"USW00012839","2017-03-24","80",",,W"
"USW00012839","2017-03-25","81",",,W"
"USW00012839","2017-03-26","82",",,W"
"USW00012839","2017-03-27","82",",,W"
"USW00012839","2017-03-28","83",",,W"
"USW00012839","2017-03-29","84",",,W"
"USW00012839","2017-03-30","84",",,W"
"USW00012839","2017-03-31","87",",,W"
"USW00012839","2017-04-01","88",",,W"
"USW00012839","2017-04-02","88",",,W"
"USW00012839","2017-04-03","85",",,W"
"USW00012839","2017-04-04","86",",,W"
"USW00012839","2017-04-05","87",",,W"
"USW00012839","2017-04-06","91",",,W"
"USW00012839","2017-04-07","77",",,W"
"USW00012839","2017-04-08","78",",,W"
"USW00012839","2017-04-09","81",",,W"
"USW00012839","2017-04-10","81",",,W"
"USW00012839","2017-04-11","81",",,W"
"USW00012839","2017-04-12","84",",,W"
"USW00012839","2017-04-13","82",",,W"
"USW00012839","2017-04-14","83",",,W"
"USW00012839","2017-04-15","84",",,W"
"USW00012839","2017-04-16","81",",,W"
"USW00012839","2017-04-17","81",",,W"
"USW00012839","2017-04-18","83",",,W"
"USW00012839","2017-04-19","83",",,W"
"USW00012839","2017-04-20","81",",,W"
"USW00012839","2017-04-21","82",",,W"
"USW00012839","2017-04-22","83",",,W"
"USW00012839","2017-04-23","80",",,W"
"USW00012839","2017-04-24","89",",,W"
"USW00012839","2017-04-25","86",",,W"
"USW00012839","2017-04-26","85",",,W"
"USW00012839","2017-04-27","89",",,W"
"USW00012839","2017-04-28","88",",,W"
"USW00012839","2017-04-29","88",",,W"
"USW00012839","2017-04-30","88",",,W"
"USW00012839","2017-05-01","86",",,W"
"USW00012839","2017-05-02","88",",,W"
"USW00012839","2017-05-03","88",",,W"
"USW00012839","2017-05-04","88",",,W"
"USW00012839","2017-05-05","87",",,W"
"USW00012839","2017-05-06","83",",,W"
"USW00012839","2017-05-07","85",",,W"
"USW00012839","2017-05-08","87",",,W"
"USW00012839","2017-05-09","88",",,W"
"USW00012839","2017-05-10","89",",,W"
"USW00012839","2017-05-11","88",",,W"
"USW00012839","2017-05-12","89",",,W"
"USW00012839","2017-05-13","93",",,W"
"USW00012839","2017-05-14","90",",,W"
"USW00012839","2017-05-15","93",",,W"
"USW00012839","2017-05-16","89",",,W"
"USW00012839","2017-05-17","89",",,W"
"USW00012839","2017-05-18","88",",,W"
"USW00012839","2017-05-19","89",",,W"
"USW00012839","2017-05-20","88",",,W"
"USW00012839","2017-05-21","88",",,W"
"USW00012839","2017-05-22","88",",,W"
"USW00012839","2017-05-23","89",",,W"
"USW00012839","2017-05-24","92",",,W"
"USW00012839","2017-05-25","91",",,W"
"USW00012839","2017-05-26","93",",,W"
"USW00012839","2017-05-27","95",",,W"
"USW00012839","2017-05-28","98",",,W"
"USW00012839","2017-05-29","93",",,W"
"USW00012839","2017-05-30","92",",,W"
"USW00012839","2017-05-31","92",",,W"
"USW00012839","2017-06-01","91",",,W"
"USW00012839","2017-06-02","85",",,W"
"USW00012839","2017-06-03","85",",,W"
"USW00012839","2017-06-04","87",",,W"
"USW00012839","2017-06-05","88",",,W"
"USW00012839","2017-06-06","85",",,W"
"USW00012839","2017-06-07","86",",,W"
"USW00012839","2017-06-08","92",",,W"
"USW00012839","2017-06-09","89",",,W"
"USW00012839","2017-06-10","89",",,W"
"USW00012839","2017-06-11","91",",,W"
"USW00012839","2017-06-12","90",",,W"
"USW00012839","2017-06-13","90",",,W"
"USW00012839","2017-06-14","89",",,W"
"USW00012839","2017-06-15","90",",,W"
"USW00012839","2017-06-16","89",",,W"
"USW00012839","2017-06-17","89",",,W"
"USW00012839","2017-06-18","91",",,W"
"USW00012839","2017-06-19","87",",,W"
"USW00012839","2017-06-20","90",",,W"
"USW00012839","2017-06-21","91",",,W"
"USW00012839","2017-06-22","90",",,W"
"USW00012839","2017-06-23","90",",,W"
"USW00012839","2017-06-24","91",",,W"
"USW00012839","2017-06-25","91",",,W"
"USW00012839","2017-06-26","92",",,W"
"USW00012839","2017-06-27","92",",,W"
"USW00012839","2017-06-28","92",",,W"
"USW00012839","2017-06-29","90",",,W"
"USW00012839","2017-06-30","91",",,W"
"USW00012839","2017-07-01","92",",,W"
"USW00012839","2017-07-02","92",",,W"
"USW00012839","2017-07-03","92",",,W"
"USW00012839","2017-07-04","91",",,W"
"USW00012839","2017-07-05","93",",,W"
"USW00012839","2017-07-06","92",",,W"
"USW00012839","2017-07-07","93",",,W"
"USW00012839","2017-07-08","93",",,W"
"USW00012839","2017-07-09","92",",,W"
"USW00012839","2017-07-10","91",",,W"
"USW00012839","2017-07-11","91",",,W"
"USW00012839","2017-07-12","91",",,W"
"USW00012839","2017-07-13","91",",,W"
"USW00012839","2017-07-14","92",",,W"
"USW00012839","2017-07-15","93",",,W"
"USW00012839","2017-07-16","91",",,W"
"USW00012839","2017-07-17","93",",,W"
"USW00012839","2017-07-18","92",",,W"
"USW00012839","2017-07-19","91",",,W"
"USW00012839","2017-07-20","90",",,W"
"USW00012839","2017-07-21","92",",,W"
"USW00012839","2017-07-22","91",",,W"
"USW00012839","2017-07-23","92",",,W"
"USW00012839","2017-07-24","93",",,W"
"USW00012839","2017-07-25","94",",,W"
"USW00012839","2017-07-26","92",",,W"
"USW00012839","2017-07-27","94",",,W"
"USW00012839","2017-07-28","93",",,W"
"USW00012839","2017-07-29","92",",,W"
"USW00012839","2017-07-30","94",",,W"
"USW00012839","2017-07-31","85",",,W"
"USW00012839","2017-08-01","92",",,W"
"USW00012839","2017-08-02","93",",,W"
"USW00012839","2017-08-03","92",",,W"
"USW00012839","2017-08-04","92",",,W"
"USW00012839","2017-08-05","93",",,W"
"USW00012839","2017-08-06","93",",,W"
"USW00012839","2017-08-07","92",",,W"
"USW00012839","2017-08-08","93",",,W"
"USW00012839","2017-08-09","93",",,W"
"USW00012839","2017-08-10","90",",,W"
"USW00012839","2017-08-11","90",",,W"
"USW00012839","2017-08-12","93",",,W"
"USW00012839","2017-08-13","95",",,W"
"USW00012839","2017-08-14","94",",,W"
"USW00012839","2017-08-15","93",",,W"
"USW00012839","2017-08-16","95",",,W"
"USW00012839","2017-08-17","94",",,W"
"USW00012839","2017-08-18","95",",,W"
"USW00012839","2017-08-19","94",",,W"
"USW00012839","2017-08-20","91",",,W"
"USW00012839","2017-08-21","93",",,W"
"USW00012839","2017-08-22","93",",,W"
"USW00012839","2017-08-23","89",",,W"
"USW00012839","2017-08-24","87",",,W"
"USW00012839","2017-08-25","87",",,W"
"USW00012839","2017-08-26","85",",,W"
"USW00012839","2017-08-27","91",",,W"
"USW00012839","2017-08-28","93",",,W"
"USW00012839","2017-08-29","94",",,W"
"USW00012839","2017-08-30","94",",,W"
"USW00012839","2017-08-31","93",",,W"
"USW00012839","2017-09-01","93",",,W"
"USW00012839","2017-09-02","88",",,W"
"USW00012839","2017-09-03","93",",,W"
"USW00012839","2017-09-04","92",",,W"
"USW00012839","2017-09-05","93",",,W"
"USW00012839","2017-09-06","91",",,W"
"USW00012839","2017-09-07","94",",,W"
"USW00012839","2017-09-08","94",",,W"
"USW00012839","2017-09-09","88",",,W"
"USW00012839","2017-09-10","83",",,W"
"USW00012839","2017-09-11","90",",,W"
"USW00012839","2017-09-12","92",",,W"
"USW00012839","2017-09-13","91",",,W"
"USW00012839","2017-09-14","92",",,W"
"USW00012839","2017-09-15","92",",,W"
"USW00012839","2017-09-16","92",",,W"
"USW00012839","2017-09-17","92",",,W"
"USW00012839","2017-09-18","91",",,W"
"USW00012839","2017-09-19","94",",,W"
"USW00012839","2017-09-20","91",",,W"
"USW00012839","2017-09-21","92",",,W"
"USW00012839","2017-09-22","88",",,W"
"USW00012839","2017-09-23","91",",,W"
"USW00012839","2017-09-24","91",",,W"
"USW00012839","2017-09-25","90",",,W"
"USW00012839","2017-09-26","88",",,W"
"USW00012839","2017-09-27","89",",,W"
"USW00012839","2017-09-28","90",",,W"
"USW00012839","2017-09-29","85",",,W"
"USW00012839","2017-09-30","90",",,W"
"USW00012839","2017-10-01","91",",,W"
"USW00012839","2017-10-02","89",",,W"
"USW00012839","2017-10-03","89",",,W"
"USW00012839","2017-10-04","87",",,W"
"USW00012839","2017-10-05","85",",,W"
"USW00012839","2017-10-06","88",",,W"
"USW00012839","2017-10-07","90",",,W"
"USW00012839","2017-10-08","91",",,W"
"USW00012839","2017-10-09","90",",,W"
"USW00012839","2017-10-10","90",",,W"
"USW00012839","2017-10-11","89",",,W"
"USW00012839","2017-10-12","88",",,W"
"USW00012839","2017-10-13","89",",,W"
"USW00012839","2017-10-14","89",",,W"
"USW00012839","2017-10-15","90",",,W"
"USW00012839","2017-10-16","89",",,W"
"USW00012839","2017-10-17","89",",,W"
"USW00012839","2017-10-18","88",",,W"
"USW00012839","2017-10-19","90",",,W"
"USW00012839","2017-10-20","89",",,W"
"USW00012839","2017-10-21","87",",,W"
"USW00012839","2017-10-22","88",",,W"
"USW00012839","2017-10-23","88",",,W"
"USW00012839","2017-10-24","88",",,W"
"USW00012839","2017-10-25","78",",,W"
"USW00012839","2017-10-26","78",",,W"
"USW00012839","2017-10-27","82",",,W"
"USW00012839","2017-10-28","82",",,W"
"USW00012839","2017-10-29","80",",,W"
"USW00012839","2017-10-30","71",",,W"
"USW00012839","2017-10-31","80",",,W"
"USW00012839","2017-11-01","82",",,W"
"USW00012839","2017-11-02","85",",,W"
"USW00012839","2017-11-03","86",",,W"
"USW00012839","2017-11-04","85",",,W"
"USW00012839","2017-11-05","86",",,W"
"USW00012839","2017-11-06","85",",,W"
"USW00012839","2017-11-07","86",",,W"
"USW00012839","2017-11-08","86",",,W"
"USW00012839","2017-11-09","87",",,W"
"USW00012839","2017-11-10","87",",,W"
"USW00012839","2017-11-11","84",",,W"
"USW00012839","2017-11-12","87",",,W"
"USW00012839","2017-11-13","85",",,W"
"USW00012839","2017-11-14","86",",,W"
"USW00012839","2017-11-15","83",",,W"
"USW00012839","2017-11-16","81",",,W"
"USW00012839","2017-11-17","83",",,W"
"USW00012839","2017-11-18","83",",,W"
"USW00012839","2017-11-19","83",",,W"
"USW00012839","2017-11-20","80",",,W"
"USW00012839","2017-11-21","85",",,W"
"USW00012839","2017-11-22","85",",,W"
"USW00012839","2017-11-23","84",",,W"
"USW00012839","2017-11-24","82",",,W"
"USW00012839","2017-11-25","79",",,W"
"USW00012839","2017-11-26","82",",,W"
"USW00012839","2017-11-27","80",",,W"
"USW00012839","2017-11-28","84",",,W"
"USW00012839","2017-11-29","84",",,W"
"USW00012839","2017-11-30","83",",,W"
"USW00012839","2017-12-01","84",",,W"
"USW00012839","2017-12-02","82",",,W"
"USW00012839","2017-12-03","82",",,W"
"USW00012839","2017-12-04","83",",,W"
"USW00012839","2017-12-05","84",",,W"
"USW00012839","2017-12-06","83",",,W"
"USW00012839","2017-12-07","85",",,W"
"USW00012839","2017-12-08","87",",,W"
"USW00012839","2017-12-09","80",",,W"
"USW00012839","2017-12-10","64",",,W"
"USW00012839","2017-12-11","69",",,W"
"USW00012839","2017-12-12","74",",,W"
"USW00012839","2017-12-13","67",",,W"
"USW00012839","2017-12-14","73",",,W"
"USW00012839","2017-12-15","79",",,W"
"USW00012839","2017-12-16","81",",,W"
"USW00012839","2017-12-17","83",",,W"
"USW00012839","2017-12-18","84",",,W"
"USW00012839","2017-12-19","83",",,W"
"USW00012839","2017-12-20","83",",,W"
"USW00012839","2017-12-21","85",",,W"
"USW00012839","2017-12-22","85",",,W"
"USW00012839","2017-12-23","82",",,W"
"USW00012839","2017-12-24","83",",,W"
"USW00012839","2017-12-25","84",",,W"
"USW00012839","2017-12-26","83",",,W"
"USW00012839","2017-12-27","84",",,W"
"USW00012839","2017-12-28","81",",,W"
"USW00012839","2017-12-29","77",",,W"
"USW00012839","2017-12-30","66",",,W"
"USW00012839","2017-12-31","75",",,W"
"USW00012839","2018-01-01","80",",,W"
"USW00012839","2018-01-02","72",",,W"
"USW00012839","2018-01-03","69",",,W"
"USW00012839","2018-01-04","60",",,W"
"USW00012839","2018-01-05","64",",,W"
"USW00012839","2018-01-06","70",",,W"
"USW00012839","2018-01-07","73",",,W"
"USW00012839","2018-01-08","79",",,W"
"USW00012839","2018-01-09","78",",,W"
"USW00012839","2018-01-10","79",",,W"
"USW00012839","2018-01-11","81",",,W"
"USW00012839","2018-01-12","84",",,W"
"USW00012839","2018-01-13","76",",,W"
"USW00012839","2018-01-14","74",",,W"
"USW00012839","2018-01-15","76",",,W"
"USW00012839","2018-01-16","76",",,W"
"USW00012839","2018-01-17","74",",,W"
"USW00012839","2018-01-18","64",",,W"
"USW00012839","2018-01-19","73",",,W"
"USW00012839","2018-01-20","77",",,W"
"USW00012839","2018-01-21","80",",,W"
"USW00012839","2018-01-22","81",",,W"
"USW00012839","2018-01-23","84",",,W"
"USW00012839","2018-01-24","82",",,W"
"USW00012839","2018-01-25","75",",,W"
"USW00012839","2018-01-26","78",",,W"
"USW00012839","2018-01-27","80",",,W"
"USW00012839","2018-01-28","82",",,W"
"USW00012839","2018-01-29","84",",,W"
"USW00012839","2018-01-30","73",",,W"
"USW00012839","2018-01-31","74",",,W"
"USW00012839","2018-02-01","79",",,W"
"USW00012839","2018-02-02","82",",,W"
"USW00012839","2018-02-03","75",",,W"
"USW00012839","2018-02-04","80",",,W"
"USW00012839","2018-02-05","84",",,W"
"USW00012839","2018-02-06","79",",,W"
"USW00012839","2018-02-07","83",",,W"
"USW00012839","2018-02-08","84",",,W"
"USW00012839","2018-02-09","83",",,W"
"USW00012839","2018-02-10","84",",,W"
"USW00012839","2018-02-11","85",",,W"
"USW00012839","2018-02-12","84",",,W"
"USW00012839","2018-02-13","85",",,W"
"USW00012839","2018-02-14","83",",,W"
"USW00012839","2018-02-15","82",",,W"
"USW00012839","2018-02-16","83",",,W"
"USW00012839","2018-02-17","84",",,W"
"USW00012839","2018-02-18","84",",,W"
"USW00012839","2018-02-19","84",",,W"
"USW00012839","2018-02-20","84",",,W"
"USW00012839","2018-02-21","83",",,W"
"USW00012839","2018-02-22","83",",,W"
"USW00012839","2018-02-23","82",",,W"
"USW00012839","2018-02-24","82",",,W"
"USW00012839","2018-02-25","82",",,W"
"USW00012839","2018-02-26","84",",,W"
"USW00012839","2018-02-27","85",",,W"
"USW00012839","2018-02-28","81",",,W"
"USW00012839","2018-03-01","84",",,W"
"USW00012839","2018-03-02","88",",,W"
"USW00012839","2018-03-03","80",",,W"
"USW00012839","2018-03-04","79",",,W"
"USW00012839","2018-03-05","76",",,W"
"USW00012839","2018-03-06","78",",,W"
"USW00012839","2018-03-07","83",",,W"
"USW00012839","2018-03-08","73",",,W"
"USW00012839","2018-03-09","72",",,W"
"USW00012839","2018-03-10","78",",,W"
"USW00012839","2018-03-11","87",",,W"
"USW00012839","2018-03-12","78",",,W"
"USW00012839","2018-03-13","74",",,W"
"USW00012839","2018-03-14","73",",,W"
"USW00012839","2018-03-15","75",",,W"
"USW00012839","2018-03-16","77",",,W"
"USW00012839","2018-03-17","80",",,W"
"USW00012839","2018-03-18","86",",,W"
"USW00012839","2018-03-19","86",",,W"
"USW00012839","2018-03-20","89",",,W"
"USW00012839","2018-03-21","81",",,W"
"USW00012839","2018-03-22","73",",,W"
"USW00012839","2018-03-23","77",",,W"
"USW00012839","2018-03-24","76",",,W"
"USW00012839","2018-03-25","80",",,W"
"USW00012839","2018-03-26","84",",,W"
"USW00012839","2018-03-27","78",",,W"
"USW00012839","2018-03-28","79",",,W"
"USW00012839","2018-03-29","80",",,W"
"USW00012839","2018-03-30","82",",,W"
"USW00012839","2018-03-31","83",",,W"
"USW00012839","2018-04-01","83",",,W"
"USW00012839","2018-04-02","83",",,W"
"USW00012839","2018-04-03","83",",,W"
"USW00012839","2018-04-04","83",",,W"
"USW00012839","2018-04-05","83",",,W"
"USW00012839","2018-04-06","83",",,W"
"USW00012839","2018-04-07","88",",,W"
"USW00012839","2018-04-08","88",",,W"
"USW00012839","2018-04-09","91",",,W"
"USW00012839","2018-04-10","91",",,W"
"USW00012839","2018-04-11","86",",,W"
"USW00012839","2018-04-12","82",",,W"
"USW00012839","2018-04-13","83",",,W"
"USW00012839","2018-04-14","86",",,W"
"USW00012839","2018-04-15","87",",,W"
"USW00012839","2018-04-16","82",",,W"
"USW00012839","2018-04-17","80",",,W"
"USW00012839","2018-04-18","82",",,W"
"USW00012839","2018-04-19","84",",,W"
"USW00012839","2018-04-20","88",",,W"
"USW00012839","2018-04-21","84",",,W"
"USW00012839","2018-04-22","86",",,W"
"USW00012839","2018-04-23","84",",,W"
"USW00012839","2018-04-24","91",",,W"
"USW00012839","2018-04-25","85",",,W"
"USW00012839","2018-04-26","83",",,W"
"USW00012839","2018-04-27","83",",,W"
"USW00012839","2018-04-28","86",",,W"
"USW00012839","2018-04-29","84",",,W"
"USW00012839","2018-04-30","84",",,W"
"USW00012839","2018-05-01","83",",,W"
"USW00012839","2018-05-02","83",",,W"
"USW00012839","2018-05-03","84",",,W"
"USW00012839","2018-05-04","83",",,W"
"USW00012839","2018-05-05","84",",,W"
"USW00012839","2018-05-06","86",",,W"
"USW00012839","2018-05-07","88",",,W"
"USW00012839","2018-05-08","86",",,W"
"USW00012839","2018-05-09","86",",,W"
"USW00012839","2018-05-10","84",",,W"
"USW00012839","2018-05-11","85",",,W"
"USW00012839","2018-05-12","80",",,W"
"USW00012839","2018-05-13","81",",,W"
"USW00012839","2018-05-14","84",",,W"
"USW00012839","2018-05-15","87",",,W"
"USW00012839","2018-05-16","86",",,W"
"USW00012839","2018-05-17","82",",,W"
"USW00012839","2018-05-18","85",",,W"
"USW00012839","2018-05-19","78",",,W"
"USW00012839","2018-05-20","80",",,W"
"USW00012839","2018-05-21","81",",,W"
"USW00012839","2018-05-22","84",",,W"
"USW00012839","2018-05-23","86",",,W"
"USW00012839","2018-05-24","86",",,W"
"USW00012839","2018-05-25","81",",,W"
"USW00012839","2018-05-26","78",",,W"
"USW00012839","2018-05-27","83",",,W"
"USW00012839","2018-05-28","81",",,W"
"USW00012839","2018-05-29","86",",,W"
"USW00012839","2018-05-30","88",",,W"
"USW00012839","2018-05-31","84",",,W"
"USW00012839","2018-06-01","86",",,W"
"USW00012839","2018-06-02","89",",,W"
"USW00012839","2018-06-03","92",",,W"
"USW00012839","2018-06-04","92",",,W"
"USW00012839","2018-06-05","93",",,W"
"USW00012839","2018-06-06","94",",,W"
"USW00012839","2018-06-07","89",",,W"
"USW00012839","2018-06-08","88",",,W"
"USW00012839","2018-06-09","86",",,W"
"USW00012839","2018-06-10","85",",,W"
"USW00012839","2018-06-11","85",",,W"
"USW00012839","2018-06-12","87",",,W"
"USW00012839","2018-06-13","88",",,W"
"USW00012839","2018-06-14","88",",,W"
"USW00012839","2018-06-15","89",",,W"
"USW00012839","2018-06-16","89",",,W"
"USW00012839","2018-06-17","90",",,W"
"USW00012839","2018-06-18","89",",,W"
"USW00012839","2018-06-19","88",",,W"
"USW00012839","2018-06-20","92",",,W"
"USW00012839","2018-06-21","94",",,W"
"USW00012839","2018-06-22","94",",,W"
"USW00012839","2018-06-23","91",",,W"
"USW00012839","2018-06-24","90",",,W"
"USW00012839","2018-06-25","90",",,W"
"USW00012839","2018-06-26","90",",,W"
"USW00012839","2018-06-27","89",",,W"
"USW00012839","2018-06-28","92",",,W"
"USW00012839","2018-06-29","90",",,W"
"USW00012839","2018-06-30","87",",,W"
"USW00012839","2018-07-01","90",",,W"
"USW00012839","2018-07-02","91",",,W"
"USW00012839","2018-07-03","89",",,W"
"USW00012839","2018-07-04","89",",,W"
"USW00012839","2018-07-05","90",",,W"
"USW00012839","2018-07-06","90",",,W"
"USW00012839","2018-07-07","90",",,W"
"USW00012839","2018-07-08","91",",,W"
"USW00012839","2018-07-09","92",",,W"
"USW00012839","2018-07-10","90",",,W"
"USW00012839","2018-07-11","90",",,W"
"USW00012839","2018-07-12","91",",,W"
"USW00012839","2018-07-13","93",",,W"
"USW00012839","2018-07-14","91",",,W"
"USW00012839","2018-07-15","91",",,W"
"USW00012839","2018-07-16","91",",,W"
"USW00012839","2018-07-17","92",",,W"
"USW00012839","2018-07-18","93",",,W"
"USW00012839","2018-07-19","93",",,W"
"USW00012839","2018-07-20","92",",,W"
"USW00012839","2018-07-21","94",",,W"
"USW00012839","2018-07-22","93",",,W"
"USW00012839","2018-07-23","94",",,W"
"USW00012839","2018-07-24","88",",,W"
"USW00012839","2018-07-25","92",",,W"
"USW00012839","2018-07-26","92",",,W"
"USW00012839","2018-07-27","90",",,W"
"USW00012839","2018-07-28","93",",,W"
"USW00012839","2018-07-29","87",",,W"
"USW00012839","2018-07-30","85",",,W"
"USW00012839","2018-07-31","90",",,W"
"USW00012839","2018-08-01","90",",,W"
"USW00012839","2018-08-02","90",",,W"
"USW00012839","2018-08-03","90",",,W"
"USW00012839","2018-08-04","90",",,W"
"USW00012839","2018-08-05","90",",,W"
"USW00012839","2018-08-06","91",",,W"
"USW00012839","2018-08-07","90",",,W"
"USW00012839","2018-08-08","90",",,W"
"USW00012839","2018-08-09","92",",,W"
"USW00012839","2018-08-10","94",",,W"
"USW00012839","2018-08-11","91",",,W"
"USW00012839","2018-08-12","88",",,W"
"USW00012839","2018-08-13","89",",,W"
"USW00012839","2018-08-14","90",",,W"
"USW00012839","2018-08-15","91",",,W"
"USW00012839","2018-08-16","90",",,W"
"USW00012839","2018-08-17","91",",,W"
"USW00012839","2018-08-18","90",",,W"
"USW00012839","2018-08-19","90",",,W"
"USW00012839","2018-08-20","91",",,W"
"USW00012839","2018-08-21","90",",,W"
"USW00012839","2018-08-22","90",",,W"
"USW00012839","2018-08-23","90",",,W"
"USW00012839","2018-08-24","90",",,W"
"USW00012839","2018-08-25","88",",,W"
"USW00012839","2018-08-26","90",",,W"
"USW00012839","2018-08-27","90",",,W"
"USW00012839","2018-08-28","89",",,W"
"USW00012839","2018-08-29","89",",,W"
"USW00012839","2018-08-30","87",",,W"
"USW00012839","2018-08-31","89",",,W"
"USW00012839","2018-09-01","89",",,W"
"USW00012839","2018-09-02","87",",,W"
"USW00012839","2018-09-03","81",",,W"
"USW00012839","2018-09-04","89",",,W"
"USW00012839","2018-09-05","89",",,W"
"USW00012839","2018-09-06","88",",,W"
"USW00012839","2018-09-07","85",",,W"
"USW00012839","2018-09-08","85",",,W"
"USW00012839","2018-09-09","89",",,W"
"USW00012839","2018-09-10","86",",,W"
