STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 00:53,FM-15,SCT:04 30 BKN:07 40 OVC:08 50,10.00,,72,22.2,65,18.5,61,16.1,68,15,080,32,30.26,8,,30.29,,30.29,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 01:00,FM-12,26,,,72,22.2,65,18.5,61,16.1,68,15,080,,30.26,8,+0.05,30.29,,,73,68,71,2.5,,,,0,6,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 01:53,FM-15,SCT:04 32 BKN:07 42 OVC:08 50,10.00,,72,22.2,65,18.2,60,15.6,66,20,080,31,30.25,,,30.28,0.00,30.28,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 02:53,FM-15,FEW:02 32 SCT:04 40 BKN:07 50,10.00,,72,22.2,65,18.2,60,15.6,66,16,080,26,30.23,,,30.27,0.00,30.26,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 03:53,FM-15,FEW:02 32 SCT:04 40 BKN:07 55,10.00,,72,22.2,64,17.6,58,14.4,61,18,080,25,30.22,8,,30.25,0.00,30.25,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 04:00,FM-12,26,,,72,22.2,64,17.6,58,14.4,61,18,080,,30.22,8,+0.04,30.25,,,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 04:53,FM-15,FEW:02 32 BKN:07 40 BKN:07 55,10.00,,72,22.2,64,17.6,58,14.4,61,16,080,24,30.22,,,30.25,0.00,30.25,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 05:53,FM-15,BKN:07 30 BKN:07 38 BKN:07 55,10.00,,72,22.2,65,18.5,61,16.1,68,17,080,24,30.23,,,30.26,0.00,30.26,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 06:53,FM-15,SCT:04 29 BKN:07 35 BKN:07 50,10.00,,72,22.2,66,18.8,62,16.7,71,20,080,29,30.24,3,,30.27,0.00,30.27,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 07:00,FM-12,26,,,72,22.2,66,18.8,62,16.7,71,20,080,,30.24,3,-0.02,30.27,,,78,69,74,5.5,,,,0,9,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 07:53,FM-15,FEW:02 28 BKN:07 38 BKN:07 55,10.00,,74,23.3,67,19.2,62,16.7,67,18,090,28,30.25,,,30.29,0.00,30.28,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 08:53,FM-15,SCT:04 24 BKN:07 30 BKN:07 55,10.00,,74,23.3,67,19.5,63,17.2,69,15,070,23,30.27,,,30.30,T,30.30,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 09:20,FM-16,SCT:04 24 BKN:07 29 BKN:07 50,10.00,,75,23.9,68,20.0,64,17.8,69,15,090,,30.27,,,,T,30.30,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 09:51,FM-16,BKN:07 30 BKN:07 50 BKN:07 250,10.00,,79,26.0,69,20.5,63,17.0,58,22,100,28,30.28,,,,,30.31,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 09:53,FM-15,BKN:07 30 BKN:07 50 BKN:07 250,10.00,,78,25.6,68,20.0,62,16.7,58,24,090,30,30.28,1,,30.31,T,30.31,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 10:00,FM-12,26,,,78,25.6,68,20.0,62,16.7,58,24,090,,30.28,1,-0.04,30.31,,,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 10:53,FM-15,SCT:04 30 BKN:07 60 BKN:07 250,10.00,,79,26.1,67,19.5,60,15.6,52,24,080,34,30.27,,,30.30,0.00,30.30,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 11:53,FM-15,SCT:04 28 BKN:07 55 BKN:07 250,10.00,,70,21.1,65,18.4,62,16.7,76,21,100,30,30.25,,,30.28,0.00,30.28,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 12:53,FM-15,SCT:04 28 SCT:04 36 BKN:07 250,10.00,,80,26.7,68,20.0,61,16.1,52,25,090,32,30.22,8,,30.25,0.00,30.25,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 13:00,FM-12,26,,,80,26.7,68,20.0,61,16.1,52,25,090,,30.22,8,+0.06,30.25,,,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 13:53,FM-15,FEW:02 28 SCT:04 48 BKN:07 250,10.00,,80,26.7,68,20.0,61,16.1,52,22,100,32,30.19,,,30.22,0.00,30.22,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 14:53,FM-15,SCT:04 27 SCT:04 300,10.00,,78,25.6,68,20.0,62,16.7,58,28,090,33,30.17,,,30.20,0.00,30.20,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 15:53,FM-15,SCT:04 30 SCT:04 300,10.00,,78,25.6,68,20.3,63,17.2,60,21,100,30,30.16,6,,30.19,0.00,30.19,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 16:00,FM-12,26,,,78,25.6,68,20.3,63,17.2,60,21,100,,30.16,6,+0.06,30.19,,,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 16:53,FM-15,SCT:04 28 BKN:07 300,10.00,,76,24.4,68,19.9,63,17.2,64,21,100,28,30.16,,,30.19,0.00,30.19,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 17:53,FM-15,SCT:04 28 SCT:04 150 BKN:07 250,10.00,,75,23.9,67,19.7,63,17.2,66,16,100,28,30.17,,,30.20,0.00,30.20,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 18:53,FM-15,SCT:04 35 SCT:04 150 BKN:07 250,10.00,,75,23.9,67,19.7,63,17.2,66,16,100,,30.17,0,,30.20,0.00,30.20,,,,,,,,,,0707,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 19:00,FM-12,41,,,75,23.9,67,19.7,63,17.2,66,16,100,,30.17,,0.01,30.20,,,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 19:53,FM-15,SCT:04 30 BKN:07 250,10.00,,74,23.3,68,19.8,64,17.8,71,16,090,,30.17,,,30.20,0.00,30.20,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 20:53,FM-15,FEW:02 30 BKN:07 250,10.00,,74,23.3,67,19.5,63,17.2,69,16,100,,30.18,,,30.21,0.00,30.21,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 21:53,FM-15,SCT:04 27 BKN:07 250,10.00,,74,23.3,68,19.8,64,17.8,71,20,090,28,30.18,1,,30.22,0.00,30.21,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 22:00,FM-12,26,,,74,23.3,68,19.8,64,17.8,71,20,090,,30.18,1,-0.02,30.22,,,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 22:53,FM-15,SCT:04 26 SCT:04 35 BKN:07 250,10.00,,74,23.3,68,19.8,64,17.8,71,20,100,28,30.18,,,30.21,0.00,30.21,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 23:53,FM-15,SCT:04 26 SCT:04 34 SCT:04 46,10.00,,74,23.3,68,20.2,65,18.3,74,16,100,,30.17,,,30.20,0.00,30.20,80,69,75,6.5,,,,0,10,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-27 23:59,SOD,,,,,,,,,,,,,,,,,,,,80,69,75,6.5,65,62,67,0,10,0707,1802,,T,,,30.22,30.24,19.2,38,090,30,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 00:53,FM-15,FEW:02 23 BKN:07 30 BKN:07 43,10.00,,74,23.3,69,20.5,66,18.9,76,18,100,,30.16,8,,30.19,0.00,30.19,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 01:00,FM-12,26,,,74,23.3,69,20.5,66,18.9,76,18,100,,30.16,8,+0.02,30.19,,,75,71,73,4.4,,,,0,8,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 01:53,FM-15,FEW:02 23 BKN:07 30 BKN:07 43,10.00,,74,23.3,69,20.5,66,18.9,76,15,090,22,30.14,,,30.17,0.00,30.17,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 02:53,FM-15,SCT:04 20 BKN:07 30 BKN:07 40,10.00,,74,23.3,69,20.5,66,18.9,76,17,110,23,30.12,,,30.15,0.00,30.15,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 03:35,FM-16,BKN:07 23 BKN:07 35 BKN:07 250,10.00,,74,23.3,69,20.5,66,18.9,76,18,100,25,30.12,,,,,30.15,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 03:53,FM-15,BKN:07 23 BKN:07 35 BKN:07 250,10.00,,74,23.3,69,20.5,66,18.9,76,17,100,25,30.11,6,,30.14,0.00,30.14,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 04:00,FM-12,26,,,74,23.3,69,20.5,66,18.9,76,17,100,,30.11,6,+0.04,30.14,,,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 04:53,FM-15,BKN:07 23 BKN:07 35 BKN:07 250,10.00,,74,23.3,69,20.8,67,19.4,79,18,100,,30.11,,,30.14,0.00,30.14,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 05:53,FM-15,BKN:07 24 BKN:07 45 BKN:07 250,10.00,,74,23.3,69,20.8,67,19.4,79,14,100,,30.12,,,30.15,0.00,30.15,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 06:53,FM-15,BKN:07 27 BKN:07 45 OVC:08 250,10.00,,74,23.3,70,21.2,68,20.0,82,16,100,,30.13,3,,30.16,0.00,30.16,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 07:00,FM-12,26,,,74,23.3,70,21.2,68,20.0,82,16,100,,30.13,3,-0.01,30.16,,,80,72,76,7.4,,,,0,11,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 07:53,FM-15,BKN:07 25 BKN:07 45 OVC:08 250,10.00,,75,23.9,70,21.0,67,19.4,76,16,100,,30.14,,,30.17,0.00,30.17,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 08:36,FM-16,SCT:04 25 BKN:07 49 BKN:07 200,10.00,,76,24.4,70,21.2,67,19.4,74,17,110,24,30.15,,,,,30.18,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 08:53,FM-15,SCT:04 23 BKN:07 49 BKN:07 200,10.00,,76,24.4,71,21.5,68,20.0,77,20,110,,30.15,,,30.18,0.00,30.18,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 09:53,FM-15,SCT:04 25 BKN:07 50 OVC:08 200,10.00,,78,25.6,71,21.9,68,20.0,71,18,110,30,30.15,1,,30.18,0.00,30.18,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 10:00,FM-12,26,,,78,25.6,71,21.9,68,20.0,71,18,110,,30.15,1,-0.03,30.18,,,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 10:53,FM-15,FEW:02 24 BKN:07 32 OVC:08 60,10.00,,78,25.6,71,21.9,68,20.0,71,18,110,28,30.15,,,30.18,0.00,30.18,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 11:53,FM-15,SCT:04 24 BKN:07 70 OVC:08 200,10.00,,78,25.6,71,21.6,67,19.4,69,16,120,31,30.12,,,30.15,0.00,30.15,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 12:53,FM-15,FEW:02 19 SCT:04 46 BKN:07 70,10.00,,81,27.2,72,22.1,67,19.4,62,18,120,28,30.08,8,,30.11,0.00,30.11,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 13:00,FM-12,15,,,81,27.2,72,22.1,67,19.4,62,18,120,,30.08,8,+0.07,30.11,,,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 13:53,FM-15,FEW:02 20 SCT:04 48 BKN:07 70,10.00,,81,27.2,72,22.1,67,19.4,62,21,110,32,30.04,,,30.08,0.00,30.07,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 14:53,FM-15,FEW:02 21 SCT:04 150 BKN:07 300,10.00,,80,26.7,71,21.9,67,19.4,64,22,120,,30.02,,,30.05,0.00,30.05,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 15:53,FM-15,FEW:02 29 SCT:04 150 BKN:07 300,10.00,,79,26.1,71,21.7,67,19.4,67,17,120,29,30.00,6,,30.04,0.00,30.03,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 16:00,FM-12,26,,,79,26.1,71,21.7,67,19.4,67,17,120,,30.00,6,+0.07,30.04,,,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-01-28 16:53,FM-15,FEW:02 25 SCT:04 46 BKN:07 140,10.00,,78,25.6,71,21.6,67,19.4,69,15,110,24,30.01,,,30.04,0.00,30.04,,,,,,,,,,0707,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
