STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 12:53,FM-15,FEW:02 24 BKN:07 300,10.00,,85,29.4,78,25.5,75,23.9,72,17,130,23,29.94,8,,29.97,0.00,29.97,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 13:00,FM-12,26,,,85,29.4,78,25.5,75,23.9,72,17,130,,29.94,8,+0.02,29.97,,,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 13:50,FM-16,BKN:07 19 BKN:07 45 BKN:07 250,10.00,,82,28.0,77,25.0,75,24.0,79,18,120,,29.93,,,,,29.96,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 13:53,FM-15,BKN:07 19 BKN:07 45 BKN:07 250,10.00,,83,28.3,77,25.2,75,23.9,77,21,120,,29.92,,,29.95,0.00,29.95,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 14:41,FM-16,BKN:07 21 BKN:07 38 BKN:07 250,10.00,TS:7 |TS:90 TS:91 |,81,27.2,76,24.5,74,23.3,79,16,130,,29.92,,,,,29.95,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 14:53,FM-15,BKN:07 21 BKN:07 38 BKN:07 250,10.00,TS:7 |TS:90 TS:91 |,81,27.2,76,24.5,74,23.3,79,18,120,25,29.93,,,29.96,0.00,29.96,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 15:22,FM-16,SCT:04 20 SCT:04 50,10.00,|TS:91 |,80,26.7,76,24.4,74,23.3,82,11,130,,29.93,,,,,29.96,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 15:53,FM-15,FEW:02 25 SCT:04 80,10.00,|TS:91 |,81,27.2,75,24.2,73,22.8,77,8,130,,29.94,5,,29.97,0.00,29.97,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 16:00,FM-12,26,,||TS:95,81,27.2,75,24.2,73,22.8,77,8,130,,29.94,5,+0.00,29.97,,,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 16:53,FM-15,FEW:02 25 SCT:04 130 BKN:07 250,10.00,TS:7 |TS:90 TS:91 |,76,24.4,71,21.9,69,20.6,79,3,280,,29.93,,,29.96,0.00,29.96,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 17:31,FM-16,BKN:07 20 BKN:07 130 OVC:08 250,10.00,TS:7 |TS:90 TS:91 |,75,23.9,72,22.4,71,21.7,88,8,300,,29.94,,,,,29.97,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 17:53,FM-15,SCT:04 20 SCT:04 130 OVC:08 250,10.00,TS:7 |TS:90 TS:91 |,75,23.9,72,22.4,71,21.7,88,5,320,,29.94,,,29.97,0.00,29.97,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 18:17,FM-16,SCT:04 24 SCT:04 45 SCT:04 130,10.00,,75,23.9,73,22.8,72,22.2,90,6,100,,29.94,,,,,29.97,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 18:53,FM-15,SCT:04 17 BKN:07 30 BKN:07 130,10.00,,76,24.4,73,22.9,72,22.2,88,3,040,,29.93,6,,29.96,0.00,29.96,,,,,,,,,,0535,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 19:00,FM-12,15,,,76,24.4,73,22.9,72,22.2,88,3,040,,29.93,6,+0.00,29.96,,,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 19:51,FM-16,BKN:07 19 BKN:07 130 OVC:08 250,10.00,,77,25.0,74,23.5,73,23.0,89,0,000,,29.94,,,,,29.97,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 19:53,FM-15,BKN:07 19 BKN:07 130 OVC:08 250,10.00,,77,25.0,74,23.5,73,22.8,88,0,000,,29.94,,,29.98,0.00,29.97,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 20:45,FM-16,SCT:04 16 SCT:04 130 BKN:07 250,10.00,,78,25.6,77,24.8,76,24.4,93,8,VRB,,29.96,,,,,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 20:53,FM-15,SCT:04 16 SCT:04 130 BKN:07 250,10.00,,79,26.1,77,24.9,76,24.4,90,7,130,,29.96,,,29.99,0.00,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 21:53,FM-15,SCT:04 17 SCT:04 50 OVC:08 250,10.00,,79,26.1,77,24.9,76,24.4,90,7,130,,29.97,1,,30.00,0.00,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 22:00,FM-12,15,,,79,26.1,77,24.9,76,24.4,90,7,130,,29.97,1,-0.04,30.00,,,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 22:53,FM-15,FEW:02 17 SCT:04 160 OVC:08 250,10.00,,78,25.6,77,24.8,76,24.4,93,6,130,,29.96,,,29.99,0.00,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 23:53,FM-15,SCT:04 13 SCT:04 20 BKN:07 250,10.00,,78,25.6,77,24.8,76,24.4,93,8,140,,29.95,,,29.99,0.00,29.98,86,72,79,-1.0,,,,0,14,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,86,72,79,-1.0,86,74,75,0,14,0535,1901,TS:03,0.00,,,29.93,29.97,7.8,29,130,22,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 00:53,FM-15,SCT:04 13 SCT:04 20 OVC:08 250,10.00,,78,25.6,77,24.8,76,24.4,93,6,150,,29.94,8,,29.97,0.00,29.97,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 01:00,FM-12,15,,,78,25.6,77,24.8,76,24.4,93,6,150,,29.94,8,+0.03,29.97,,,79,72,75,-5.2,,,,0,10,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 01:53,FM-15,SCT:04 15 OVC:08 240,10.00,,78,25.6,77,24.8,76,24.4,93,6,140,,29.93,,,29.96,0.00,29.96,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 02:53,FM-15,FEW:02 15 SCT:04 100 SCT:04 180,10.00,,77,25.0,76,24.2,75,23.9,94,3,170,,29.91,,,29.94,0.00,29.94,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 03:53,FM-15,SCT:04 15 BKN:07 200 OVC:08 250,10.00,,77,25.0,75,23.9,74,23.3,90,3,130,,29.91,5,,29.94,0.00,29.94,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 04:00,FM-12,15,,,77,25.0,75,23.9,74,23.3,90,3,130,,29.91,5,+0.03,29.94,,,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 04:53,FM-15,SCT:04 13 SCT:04 110 OVC:08 180,7.00,-RA:02 |RA:61 |RA:61,78,25.6,77,24.8,76,24.4,93,10,150,,29.92,,,29.95,T,29.95,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 05:02,FM-16,FEW:02 14 BKN:07 20 OVC:08 100,5.00,-RA:02 BR:1 |RA:61 |RA:61,77,25.0,75,23.9,74,23.3,90,7,150,,29.93,,,,T,29.96,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 05:34,FM-16,SCT:04 12 SCT:04 20,10.00,,77,25.0,76,24.2,75,23.9,94,3,170,,29.92,,,,0.08,29.95,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 05:53,FM-15,SCT:04 12 SCT:04 20,10.00,,77,25.0,76,24.6,76,24.4,96,6,130,,29.93,,,29.96,0.08,29.96,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 06:10,FM-16,FEW:02 12 SCT:04 20 BKN:07 130,10.00,||RA:61,78,25.6,77,25.2,77,25.0,97,7,150,,29.93,,,,,29.96,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 06:25,FM-16,FEW:02 12 FEW:02 20 SCT:04 140,10.00,,78,25.6,77,24.8,76,24.4,93,9,150,,29.93,,,,,29.96,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 06:53,FM-15,FEW:02 12 FEW:02 90 BKN:07 140,10.00,,78,25.6,77,24.8,76,24.4,93,7,150,,29.94,3,,29.98,0.00,29.97,,,,,,,,,,0535,1901,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 07:00,FM-12,15,,,78,25.6,77,24.8,76,24.4,93,7,150,,29.94,3,-0.04,29.98,,,86,75,81,0.8,,,,0,16,0535,1901,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 07:53,FM-15,SCT:04 32 SCT:04 60 BKN:07 80,10.00,|RA:61 |RA:61,79,26.1,78,25.3,77,25.0,94,6,150,,29.96,,,29.99,T,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 08:53,FM-15,SCT:04 12 BKN:07 90,10.00,,80,26.7,78,25.5,77,25.0,90,3,VRB,,29.96,,,29.99,0.00,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 09:13,FM-16,BKN:07 15 BKN:07 100 BKN:07 130,10.00,,81,27.2,77,25.3,76,24.4,85,7,160,,29.96,,,,,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 09:46,FM-16,SCT:04 20 SCT:04 100 SCT:04 130,10.00,,82,27.8,77,25.0,75,23.9,79,9,150,,29.96,,,,,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 09:51,FM-16,BKN:07 21 BKN:07 100 OVC:08 250,10.00,,81,27.0,75,24.2,73,23.0,79,6,150,,29.96,,,,,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 09:53,FM-15,BKN:07 21 BKN:07 100 OVC:08 250,10.00,,81,27.2,76,24.5,74,23.3,79,7,150,,29.96,1,,29.99,0.00,29.99,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 10:00,FM-12,26,,,81,27.2,76,24.5,74,23.3,79,7,150,,29.96,1,-0.02,29.99,,,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 10:44,FM-16,BKN:07 17 BKN:07 25,10.00,||RA:61,80,26.7,77,24.7,75,23.9,85,11,140,,29.97,,,,,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 10:53,FM-15,SCT:04 17 BKN:07 25,10.00,||RA:61,80,26.7,77,24.7,75,23.9,85,10,140,,29.97,,,30.01,0.00,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 11:32,FM-16,SCT:04 18 BKN:07 26 OVC:08 43,7.00,TS:7 -RA:02 |RA:61 TS:90 TS:92 |RA:61,75,23.9,73,22.8,72,22.2,90,7,200,,29.97,,,,T,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 11:41,FM-16,SCT:04 18 BKN:07 26 OVC:08 43,1.50,TS:7 +RA:02 BR:1 |RA:63 TS:90 |RA:63,74,23.3,73,22.6,72,22.2,94,7,140,,29.98,,,,0.07,30.01,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 11:45,FM-16,BKN:07 15 OVC:08 40,1.00,TS:7 +RA:02 BR:1 |RA:63 TS:90 |RA:63,73,22.8,72,22.4,72,22.2,96,0,000,,29.98,,,,0.24,30.01,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 11:49,FM-16,BKN:07 12 OVC:08 40,1.00,+RA:02 BR:1 |RA:63 |RA:63,72,22.0,72,22.2,72,22.0,100,0,000,,29.97,,,,0.42,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 11:51,FM-16,BKN:07 12 OVC:08 40,,+RA:02 BR:1 |FG:33 RA:63 |RA:63,72,22.0,72,22.2,72,22.0,100,0,000,,29.97,,,,0.44,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 11:53,FM-15,BKN:07 12 OVC:08 40,1.00,+RA:02 |RA:63 |RA:63,72,22.2,72,22.2,72,22.2,100,0,000,,29.97,,,30.01,0.52,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 11:56,FM-16,SCT:04 12 BKN:07 20 OVC:08 55,1.50,+RA:02 |RA:63 |RA:63,72,22.2,72,22.2,72,22.2,100,6,170,,29.97,,,,0.06,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 12:01,FM-16,FEW:02 12 BKN:07 25 OVC:08 65,3.00,VCTS:7 -RA:02 BR:1 |RA:61 |RA:61,72,22.2,72,22.2,72,22.2,100,6,VRB,,29.97,,,,0.07,30.00,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 12:19,FM-16,BKN:07 20 BKN:07 70 OVC:08 90,6.00,TS:7 RA:02 BR:1 |RA:62 TS:90 |RA:65,73,22.8,72,22.4,72,22.2,96,11,160,,29.98,,,,0.10,30.01,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 12:47,FM-16,FEW:02 20 BKN:07 80 OVC:08 110,6.00,TS:7 -RA:02 BR:1 |RA:61 TS:90 |RA:61,72,22.0,72,22.2,72,22.0,100,10,120,,29.98,,,,0.16,30.01,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12839,MIAMI INTERNATIONAL AIRPORT FL US,8.8,25.7881,-80.3169,2018-05-17 12:51,FM-16,FEW:02 20 BKN:07 80 OVC:08 120,5.00,VCTS:7 -RA:02 BR:1 |RA:61 |RA:61,72,22.0,72,22.2,72,22.0,100,9,100,,29.98,,,,,30.01,,,,,,,,,,0535,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
